EnrollmentID,StudentID,CourseID,Semester,Year,MidtermScore,FinalScore,TotalScore,LetterGrade
87,2500353,251CN3,1,2025,7.9,9.5,8.9,A
88,2500959,251AI2,1,2025,4.5,9.8,7.7,B
89,2500954,251OOP2,1,2025,6.4,3.0,4.4,D
90,2500814,251SE1,1,2025,6.8,8.6,7.9,B
91,2500974,251OOP3,1,2025,9.8,7.7,8.5,A
92,2500897,251ML1,1,2025,7.9,7.6,7.7,B
93,2500022,251CN2,1,2025,9.2,6.9,7.8,B
94,2500165,251DB3,1,2025,4.6,3.7,4.1,D
95,2500386,251WP1,1,2025,4.0,7.3,6.0,C
96,2500090,251OS3,1,2025,8.2,6.3,7.1,B
97,2500171,251DS3,1,2025,6.0,9.2,7.9,B
98,2500070,251ML1,1,2025,8.9,7.5,8.1,B
99,2500848,251AI3,1,2025,4.0,9.7,7.4,B
100,2500741,251ML1,1,2025,8.2,5.5,6.6,C
101,2500459,251OS1,1,2025,6.9,7.9,7.5,B
102,2500911,251OS3,1,2025,3.2,9.5,7.0,B
103,2500468,251WP2,1,2025,4.5,7.1,6.1,C
104,2500325,251OS2,1,2025,4.8,3.5,4.0,D
105,2500815,251SE2,1,2025,5.2,4.4,4.7,D
106,2500072,251OS1,1,2025,7.5,9.5,8.7,A
107,2500616,251AI2,1,2025,9.9,9.4,9.6,A
108,2500828,251DB2,1,2025,6.8,5.0,5.7,C
109,2500950,251WP2,1,2025,6.9,7.6,7.3,B
110,2500225,251AI3,1,2025,7.7,3.1,4.9,D
111,2500799,251DM1,1,2025,3.3,8.3,6.3,C
112,2500590,251DM1,1,2025,9.4,3.6,5.9,C
113,2500828,251OS3,1,2025,5.0,6.6,6.0,C
114,2500604,251ML3,1,2025,5.5,4.8,5.1,D
115,2500741,251SE1,1,2025,3.6,3.3,3.4,F
116,2500703,251CN1,1,2025,7.6,9.9,9.0,A
117,2500352,251WP1,1,2025,9.7,3.2,5.8,C
118,2500160,251DM1,1,2025,6.7,3.7,4.9,D
119,2500844,251DB1,1,2025,3.4,9.5,7.1,B
120,2500999,251DS2,1,2025,4.6,5.2,5.0,D
121,2500213,251ML2,1,2025,3.2,3.6,3.4,F
122,2500266,251DB3,1,2025,8.1,6.9,7.4,B
123,2500485,251AI2,1,2025,8.6,7.3,7.8,B
124,2500344,251WP1,1,2025,8.9,7.3,7.9,B
125,2500078,251WP2,1,2025,9.6,7.4,8.3,B
126,2500865,251SE2,1,2025,6.9,8.5,7.9,B
127,2500128,251DS2,1,2025,6.2,5.7,5.9,C
128,2500542,251ML2,1,2025,5.6,5.4,5.5,C
129,2500118,251DB1,1,2025,4.9,8.6,7.1,B
130,2500335,251DS1,1,2025,4.6,3.0,3.6,F
131,2500511,251ML3,1,2025,5.6,9.9,8.2,B
132,2500206,251DS2,1,2025,6.4,7.1,6.8,C
133,2500992,251SE2,1,2025,5.4,4.1,4.6,D
134,2500069,251DS1,1,2025,5.6,4.2,4.8,D
135,2500041,251OS3,1,2025,5.3,4.5,4.8,D
136,2500803,251CN2,1,2025,8.4,5.5,6.7,C
137,2500020,251OOP1,1,2025,6.6,3.0,4.4,D
138,2500197,251OS2,1,2025,3.4,6.5,5.3,D
139,2500394,251OOP2,1,2025,8.1,3.9,5.6,C
140,2500885,251OS3,1,2025,9.7,7.4,8.3,B
141,2500900,251SE2,1,2025,8.6,6.8,7.5,B
142,2500195,251AI1,1,2025,8.2,5.9,6.8,C
143,2500117,251WP1,1,2025,5.1,6.0,5.6,C
144,2500693,251AI2,1,2025,7.8,3.0,4.9,D
145,2500955,251DB3,1,2025,8.1,3.4,5.3,D
146,2500275,251DM1,1,2025,8.5,4.1,5.9,C
147,2500332,251SE1,1,2025,5.2,3.1,3.9,F
148,2500673,251DS1,1,2025,3.4,3.3,3.3,F
149,2500559,251CN1,1,2025,7.0,5.7,6.2,C
150,2500066,251OOP2,1,2025,3.4,4.5,4.1,D
151,2500305,251SE2,1,2025,3.3,8.2,6.2,C
152,2500194,251DB2,1,2025,5.7,6.8,6.4,C
153,2500853,251WP3,1,2025,7.5,9.0,8.4,B
154,2500125,251AI3,1,2025,6.5,3.2,4.5,D
155,2500393,251DS1,1,2025,7.1,7.2,7.2,B
156,2500809,251CN3,1,2025,9.2,3.8,6.0,C
157,2500865,251WP2,1,2025,9.4,9.6,9.5,A
158,2500907,251CN2,1,2025,7.9,9.3,8.7,A
159,2500267,251SE2,1,2025,9.8,3.3,5.9,C
160,2500710,251ML2,1,2025,8.6,8.8,8.7,A
161,2500123,251WP2,1,2025,8.7,4.5,6.2,C
162,2500484,251CN1,1,2025,8.9,6.1,7.2,B
163,2500787,251CN3,1,2025,9.3,8.3,8.7,A
164,2500166,251DM3,1,2025,7.5,9.5,8.7,A
165,2500020,251DB3,1,2025,8.9,5.7,7.0,B
166,2500431,251WP1,1,2025,5.7,4.2,4.8,D
167,2500707,251SE1,1,2025,8.5,8.1,8.3,B
168,2500271,251DS2,1,2025,4.5,5.4,5.0,D
169,2500367,251DS3,1,2025,3.4,8.4,6.4,C
170,2500791,251CN2,1,2025,7.0,4.1,5.3,D
171,2500635,251SE3,1,2025,6.1,6.7,6.5,C
172,2500920,251DM2,1,2025,5.8,9.6,8.1,B
173,2500024,251CN3,1,2025,9.3,8.2,8.6,A
174,2500458,251DS1,1,2025,8.5,4.7,6.2,C
175,2500564,251ML2,1,2025,8.7,4.7,6.3,C
176,2500226,251OOP1,1,2025,4.1,4.4,4.3,D
177,2500281,251DB3,1,2025,8.5,9.8,9.3,A
178,2500528,251DM3,1,2025,3.9,3.7,3.8,F
179,2500740,251DS3,1,2025,4.2,3.1,3.5,F
180,2500744,251CN2,1,2025,5.5,8.4,7.2,B
181,2500585,251SE2,1,2025,5.6,3.7,4.5,D
182,2500735,251AI2,1,2025,7.5,8.5,8.1,B
183,2500105,251DB1,1,2025,8.0,9.4,8.8,A
184,2500471,251ML3,1,2025,3.1,7.9,6.0,C
185,2500813,251DM1,1,2025,9.3,9.1,9.2,A
186,2500658,251CN3,1,2025,7.8,8.9,8.5,A
187,2500080,251DS2,1,2025,9.0,8.9,8.9,A
188,2500856,251AI1,1,2025,4.3,7.7,6.3,C
189,2500152,251AI3,1,2025,6.3,5.4,5.8,C
190,2500622,251DM1,1,2025,6.9,4.3,5.3,D
191,2500404,251SE1,1,2025,9.1,5.9,7.2,B
192,2500230,251DS2,1,2025,5.1,7.4,6.5,C
193,2500013,251SE1,1,2025,7.8,8.9,8.5,A
194,2500875,251OS1,1,2025,8.6,4.6,6.2,C
195,2500340,251OS2,1,2025,3.5,5.5,4.7,D
196,2500461,251ML2,1,2025,8.2,5.8,6.8,C
197,2500338,251ML3,1,2025,3.4,3.4,3.4,F
198,2500785,251WP3,1,2025,5.7,5.2,5.4,D
199,2500147,251DM1,1,2025,9.7,3.3,5.9,C
200,2500643,251OS3,1,2025,5.3,3.0,3.9,F
201,2500358,251DS1,1,2025,6.9,9.7,8.6,A
202,2500556,251OS2,1,2025,5.7,6.7,6.3,C
203,2500109,251OOP2,1,2025,7.1,7.7,7.5,B
204,2500299,251OS3,1,2025,9.3,5.1,6.8,C
205,2500444,251CN1,1,2025,3.7,9.3,7.1,B
206,2500804,251CN1,1,2025,8.6,9.1,8.9,A
207,2500774,251CN1,1,2025,3.4,5.3,4.5,D
208,2500068,251OOP1,1,2025,6.1,8.3,7.4,B
209,2500553,251WP2,1,2025,4.1,9.0,7.0,B
210,2500348,251OOP1,1,2025,7.9,7.2,7.5,B
211,2500119,251DS3,1,2025,8.0,8.5,8.3,B
212,2500746,251DS1,1,2025,7.5,3.9,5.3,D
213,2500727,251DB2,1,2025,9.0,6.0,7.2,B
214,2500909,251CN1,1,2025,9.2,4.0,6.1,C
215,2500101,251CN3,1,2025,3.0,3.2,3.1,F
216,2500214,251ML1,1,2025,5.7,7.8,7.0,B
217,2500102,251SE2,1,2025,8.3,9.4,9.0,A
218,2500345,251ML2,1,2025,7.8,9.8,9.0,A
219,2500719,251SE2,1,2025,3.1,6.6,5.2,D
220,2500378,251DM2,1,2025,9.8,9.4,9.6,A
221,2500338,251OS1,1,2025,9.7,4.8,6.8,C
222,2500416,251DB2,1,2025,8.1,6.9,7.4,B
223,2500269,251DS3,1,2025,7.3,5.3,6.1,C
224,2500472,251DB3,1,2025,3.6,7.6,6.0,C
225,2500729,251DB1,1,2025,7.2,6.4,6.7,C
226,2500117,251OS2,1,2025,8.7,7.9,8.2,B
227,2500336,251DM2,1,2025,6.5,7.0,6.8,C
228,2500877,251AI1,1,2025,4.4,5.4,5.0,D
229,2500775,251WP1,1,2025,7.8,5.8,6.6,C
230,2500304,251AI2,1,2025,6.2,9.6,8.2,B
231,2500265,251DB3,1,2025,7.8,8.7,8.3,B
232,2500805,251OOP1,1,2025,6.0,5.5,5.7,C
233,2500125,251DS3,1,2025,4.3,5.2,4.8,D
234,2500315,251AI1,1,2025,8.3,3.7,5.5,C
235,2500167,251ML1,1,2025,9.4,8.9,9.1,A
236,2500777,251DS3,1,2025,7.1,3.9,5.2,D
237,2500734,251OS1,1,2025,9.1,5.0,6.6,C
238,2500089,251OOP2,1,2025,8.1,10.0,9.2,A
239,2500725,251DM2,1,2025,9.4,5.0,6.8,C
240,2500737,251CN3,1,2025,7.7,8.5,8.2,B
241,2500979,251OS1,1,2025,10.0,8.9,9.3,A
242,2500096,251ML1,1,2025,4.0,7.6,6.2,C
243,2500971,251DM1,1,2025,6.6,7.1,6.9,C
244,2500052,251ML2,1,2025,6.9,5.4,6.0,C
245,2500113,251DM2,1,2025,6.3,5.9,6.1,C
246,2500419,251OOP1,1,2025,4.6,4.8,4.7,D
247,2500288,251DS2,1,2025,4.7,5.7,5.3,D
248,2500056,251OS2,1,2025,7.8,4.3,5.7,C
249,2500292,251OOP3,1,2025,4.9,4.4,4.6,D
250,2500773,251AI2,1,2025,4.9,7.0,6.2,C
251,2500864,251ML3,1,2025,9.6,4.9,6.8,C
252,2500671,251ML3,1,2025,4.8,7.4,6.4,C
253,2500384,251DS3,1,2025,6.6,7.4,7.1,B
254,2500286,251DS2,1,2025,6.8,4.0,5.1,D
255,2500630,251SE2,1,2025,9.8,7.1,8.2,B
256,2500752,251DS2,1,2025,7.6,6.7,7.1,B
257,2500493,251SE3,1,2025,7.0,9.7,8.6,A
258,2500227,251AI3,1,2025,7.0,6.5,6.7,C
259,2500180,251CN1,1,2025,6.6,3.6,4.8,D
260,2500985,251SE3,1,2025,9.6,4.8,6.7,C
261,2500521,251OOP1,1,2025,3.7,7.6,6.0,C
262,2500344,251DB3,1,2025,3.8,6.2,5.2,D
263,2500092,251ML2,1,2025,6.7,7.1,6.9,C
264,2500045,251ML1,1,2025,5.5,3.8,4.5,D
265,2500821,251DS2,1,2025,5.4,5.6,5.5,C
266,2500123,251SE2,1,2025,5.6,8.0,7.0,B
267,2500992,251CN3,1,2025,6.6,8.1,7.5,B
268,2500204,251AI1,1,2025,8.5,5.9,6.9,C
269,2500038,251CN1,1,2025,6.9,7.7,7.4,B
270,2500702,251AI1,1,2025,8.0,7.2,7.5,B
271,2500788,251OOP2,1,2025,6.3,5.4,5.8,C
272,2500184,251ML2,1,2025,7.4,9.6,8.7,A
273,2500925,251ML2,1,2025,4.6,5.9,5.4,D
274,2500299,251SE3,1,2025,6.8,4.0,5.1,D
275,2500592,251DS2,1,2025,7.3,9.4,8.6,A
276,2500511,251OOP3,1,2025,7.2,5.5,6.2,C
277,2500550,251OS3,1,2025,8.5,5.0,6.4,C
278,2500661,251DB3,1,2025,9.7,5.8,7.4,B
279,2500620,251WP3,1,2025,3.6,8.2,6.4,C
280,2500716,251ML3,1,2025,8.3,6.5,7.2,B
281,2500836,251OOP2,1,2025,3.3,8.4,6.4,C
282,2500332,251DM1,1,2025,7.2,5.0,5.9,C
283,2500237,251SE2,1,2025,3.1,3.5,3.3,F
284,2500576,251SE1,1,2025,7.9,4.4,5.8,C
285,2500395,251OS2,1,2025,9.3,9.5,9.4,A
286,2500882,251CN2,1,2025,3.3,4.6,4.1,D
287,2500025,251DS2,1,2025,3.7,3.5,3.6,F
288,2500636,251DB1,1,2025,5.2,7.7,6.7,C
289,2500791,251ML1,1,2025,9.8,5.8,7.4,B
290,2500944,251ML3,1,2025,3.0,9.7,7.0,B
291,2500791,251DS3,1,2025,7.5,9.7,8.8,A
292,2500126,251SE3,1,2025,4.2,3.8,4.0,D
293,2500196,251SE1,1,2025,3.6,3.7,3.7,F
294,2500561,251DB1,1,2025,3.8,3.2,3.4,F
295,2500779,251DS3,1,2025,6.7,6.6,6.6,C
296,2500348,251DS3,1,2025,3.4,9.0,6.8,C
297,2500089,251DS2,1,2025,5.3,8.2,7.0,B
298,2500914,251OS3,1,2025,7.2,5.6,6.2,C
299,2500986,251ML2,1,2025,5.9,7.2,6.7,C
300,2500181,251DM3,1,2025,9.8,9.5,9.6,A
301,2500615,251DB1,1,2025,3.1,4.2,3.8,F
302,2500584,251OS2,1,2025,5.3,5.6,5.5,C
303,2500330,251DB2,1,2025,7.3,9.3,8.5,A
304,2500175,251DB3,1,2025,3.6,8.1,6.3,C
305,2500626,251OOP1,1,2025,9.9,9.8,9.8,A
306,2500276,251CN1,1,2025,6.4,7.9,7.3,B
307,2500890,251OS3,1,2025,4.0,9.0,7.0,B
308,2500838,251WP2,1,2025,8.9,5.6,6.9,C
309,2500404,251DM2,1,2025,7.1,8.9,8.2,B
310,2500209,251DS2,1,2025,8.8,4.5,6.2,C
311,2500117,251AI1,1,2025,9.6,9.9,9.8,A
312,2500015,251WP1,1,2025,4.7,4.0,4.3,D
313,2500737,251ML2,1,2025,4.0,5.3,4.8,D
314,2500222,251DM3,1,2025,5.8,6.1,6.0,C
315,2500590,251WP2,1,2025,6.8,6.9,6.9,C
316,2500086,251DM1,1,2025,5.8,9.4,8.0,B
317,2500067,251OOP1,1,2025,9.0,4.4,6.2,C
318,2500312,251ML2,1,2025,4.0,5.7,5.0,D
319,2500139,251SE1,1,2025,4.5,6.6,5.8,C
320,2500449,251DS3,1,2025,7.0,6.5,6.7,C
321,2500839,251WP1,1,2025,5.4,5.6,5.5,C
322,2500139,251DS3,1,2025,8.0,7.2,7.5,B
323,2500298,251OS3,1,2025,3.4,5.0,4.4,D
324,2500839,251SE1,1,2025,5.9,3.0,4.2,D
325,2500054,251DM3,1,2025,8.0,4.6,6.0,C
326,2500503,251OS2,1,2025,4.2,5.9,5.2,D
327,2500003,251DM1,1,2025,4.6,3.3,3.8,F
328,2500208,251WP1,1,2025,9.4,4.9,6.7,C
329,2500498,251AI2,1,2025,10.0,3.6,6.2,C
330,2500071,251AI3,1,2025,7.8,5.5,6.4,C
331,2500672,251OOP2,1,2025,5.8,4.7,5.1,D
332,2500679,251DM3,1,2025,4.3,7.0,5.9,C
333,2500766,251AI2,1,2025,8.3,5.3,6.5,C
334,2500179,251DS3,1,2025,5.6,4.0,4.6,D
335,2500916,251DM1,1,2025,8.6,3.5,5.5,C
336,2500994,251DB3,1,2025,6.6,6.2,6.4,C
337,2500795,251OOP2,1,2025,9.8,7.5,8.4,B
338,2500152,251DB1,1,2025,4.2,6.6,5.6,C
339,2500954,251DB3,1,2025,4.3,4.9,4.7,D
340,2500970,251CN2,1,2025,5.5,7.5,6.7,C
341,2500949,251CN1,1,2025,8.7,7.6,8.0,B
342,2500334,251WP3,1,2025,6.3,8.3,7.5,B
343,2500386,251SE2,1,2025,6.2,10.0,8.5,A
344,2500164,251OS3,1,2025,8.7,7.3,7.9,B
345,2500346,251DS1,1,2025,6.3,6.3,6.3,C
346,2500188,251WP2,1,2025,6.7,8.4,7.7,B
347,2500106,251AI3,1,2025,6.2,4.2,5.0,D
348,2500123,251CN2,1,2025,3.9,7.1,5.8,C
349,2500800,251DM3,1,2025,9.4,7.2,8.1,B
350,2500394,251ML1,1,2025,4.9,8.9,7.3,B
351,2500854,251ML2,1,2025,6.1,8.5,7.5,B
352,2500868,251DM2,1,2025,5.3,8.9,7.5,B
353,2500501,251WP2,1,2025,8.8,4.1,6.0,C
354,2500372,251AI2,1,2025,6.6,7.4,7.1,B
355,2500376,251OS3,1,2025,9.8,9.9,9.9,A
356,2500875,251ML2,1,2025,5.5,9.9,8.1,B
357,2500091,251AI1,1,2025,4.3,7.6,6.3,C
358,2500947,251DM3,1,2025,4.1,4.7,4.5,D
359,2500133,251DM3,1,2025,7.8,5.8,6.6,C
360,2500395,251ML3,1,2025,3.4,4.8,4.2,D
361,2500682,251DS3,1,2025,5.4,5.6,5.5,C
362,2500163,251WP2,1,2025,9.7,9.8,9.8,A
363,2500301,251OOP2,1,2025,6.3,8.1,7.4,B
364,2500374,251DB3,1,2025,3.2,6.8,5.4,D
365,2500161,251OS3,1,2025,8.4,6.3,7.1,B
366,2500228,251CN3,1,2025,8.2,4.1,5.7,C
367,2500201,251CN1,1,2025,9.1,3.5,5.7,C
368,2500573,251SE3,1,2025,3.7,6.8,5.6,C
369,2500682,251AI2,1,2025,4.1,7.0,5.8,C
370,2500976,251DB3,1,2025,8.8,7.0,7.7,B
371,2500014,251SE1,1,2025,9.6,8.9,9.2,A
372,2500780,251AI3,1,2025,9.1,8.6,8.8,A
373,2500015,251DS1,1,2025,3.8,8.5,6.6,C
374,2500998,251DM1,1,2025,3.6,5.1,4.5,D
375,2500112,251WP2,1,2025,6.7,6.0,6.3,C
376,2500260,251ML1,1,2025,5.3,4.5,4.8,D
377,2500341,251SE3,1,2025,7.7,6.7,7.1,B
378,2500423,251OS3,1,2025,3.3,8.1,6.2,C
379,2500159,251WP1,1,2025,5.7,8.9,7.6,B
380,2500892,251CN3,1,2025,3.2,8.8,6.6,C
381,2500182,251OOP1,1,2025,4.6,9.0,7.2,B
382,2500888,251DS3,1,2025,9.2,8.8,9.0,A
383,2500973,251CN3,1,2025,9.1,9.1,9.1,A
384,2500069,251OOP1,1,2025,4.4,7.7,6.4,C
385,2500306,251OOP1,1,2025,9.4,3.9,6.1,C
386,2500578,251SE1,1,2025,6.5,7.3,7.0,B
387,2500036,251SE3,1,2025,7.7,4.9,6.0,C
388,2500279,251OOP1,1,2025,8.8,5.2,6.6,C
389,2500044,251AI3,1,2025,7.9,5.4,6.4,C
390,2500896,251DM3,1,2025,6.1,8.1,7.3,B
391,2500040,251WP1,1,2025,9.1,3.1,5.5,C
392,2500970,251DB3,1,2025,4.5,5.2,4.9,D
393,2500556,251DB1,1,2025,3.9,8.1,6.4,C
394,2500713,251OS3,1,2025,7.8,3.4,5.2,D
395,2500146,251SE3,1,2025,4.3,6.7,5.7,C
396,2500134,251WP2,1,2025,8.6,4.3,6.0,C
397,2500356,251WP2,1,2025,6.7,7.2,7.0,B
398,2500149,251AI2,1,2025,7.0,4.2,5.3,D
399,2500077,251DM3,1,2025,9.4,8.2,8.7,A
400,2500869,251DS2,1,2025,9.4,7.2,8.1,B
401,2500256,251ML1,1,2025,4.6,9.3,7.4,B
402,2500839,251ML2,1,2025,8.5,8.9,8.7,A
403,2500910,251DM3,1,2025,9.5,6.0,7.4,B
404,2500640,251DS3,1,2025,4.7,8.6,7.0,B
405,2500109,251CN1,1,2025,5.7,7.8,7.0,B
406,2500065,251SE1,1,2025,8.0,9.2,8.7,A
407,2500134,251ML2,1,2025,8.4,7.0,7.6,B
408,2500192,251SE2,1,2025,4.1,6.3,5.4,D
409,2500106,251DM1,1,2025,6.0,4.6,5.2,D
410,2500129,251OS2,1,2025,8.0,7.1,7.5,B
411,2500583,251WP3,1,2025,5.1,9.8,7.9,B
412,2500738,251DB3,1,2025,9.4,5.3,6.9,C
413,2500574,251SE2,1,2025,5.1,3.2,4.0,D
414,2500261,251ML1,1,2025,6.5,4.1,5.1,D
415,2500264,251ML3,1,2025,6.1,3.4,4.5,D
416,2500966,251DS3,1,2025,3.3,7.6,5.9,C
417,2500321,251CN3,1,2025,4.6,4.5,4.5,D
418,2500704,251AI1,1,2025,9.4,7.8,8.4,B
419,2500512,251OOP2,1,2025,5.4,7.4,6.6,C
420,2500454,251OS2,1,2025,3.0,6.5,5.1,D
421,2500258,251ML2,1,2025,9.7,7.2,8.2,B
422,2500349,251DS3,1,2025,4.7,4.7,4.7,D
423,2500774,251DM1,1,2025,6.9,3.2,4.7,D
424,2500478,251SE3,1,2025,7.6,5.1,6.1,C
425,2500534,251DS2,1,2025,3.8,5.5,4.8,D
426,2500119,251DM1,1,2025,8.8,3.3,5.5,C
427,2500848,251ML3,1,2025,4.6,8.0,6.6,C
428,2500084,251AI2,1,2025,5.2,8.5,7.2,B
429,2500121,251SE3,1,2025,6.8,7.6,7.3,B
430,2500100,251DS1,1,2025,7.3,5.6,6.3,C
431,2500234,251DM2,1,2025,9.0,7.0,7.8,B
432,2500317,251DB2,1,2025,3.3,4.9,4.3,D
433,2500135,251DB2,1,2025,4.3,8.6,6.9,C
434,2500423,251OOP2,1,2025,6.8,8.1,7.6,B
435,2500198,251DM3,1,2025,9.4,3.1,5.6,C
436,2500119,251WP3,1,2025,7.6,4.7,5.9,C
437,2500074,251CN2,1,2025,5.2,6.8,6.2,C
438,2500455,251OOP1,1,2025,4.3,3.9,4.1,D
439,2500483,251WP2,1,2025,8.0,7.3,7.6,B
440,2500130,251CN3,1,2025,8.4,3.5,5.5,C
441,2500557,251DB3,1,2025,3.1,8.5,6.3,C
442,2500203,251ML3,1,2025,7.3,6.8,7.0,B
443,2500738,251OOP3,1,2025,5.3,8.1,7.0,B
444,2500748,251OOP3,1,2025,5.0,7.7,6.6,C
445,2500637,251CN2,1,2025,7.6,9.4,8.7,A
446,2500037,251WP2,1,2025,8.5,6.5,7.3,B
447,2500134,251OS2,1,2025,4.6,7.8,6.5,C
448,2500030,251OS3,1,2025,9.9,3.5,6.1,C
449,2500284,251DM3,1,2025,3.6,3.7,3.7,F
450,2500055,251CN1,1,2025,6.0,9.4,8.0,B
451,2500249,251OS2,1,2025,6.3,9.4,8.2,B
452,2500325,251OOP3,1,2025,4.8,4.5,4.6,D
453,2500714,251AI3,1,2025,6.7,9.4,8.3,B
454,2500344,251DS1,1,2025,7.7,8.7,8.3,B
455,2500440,251DS3,1,2025,5.2,5.7,5.5,C
456,2500818,251AI1,1,2025,9.1,9.8,9.5,A
457,2500988,251AI2,1,2025,7.1,4.3,5.4,D
458,2500545,251DB2,1,2025,5.1,3.9,4.4,D
459,2500214,251OOP2,1,2025,8.6,9.6,9.2,A
460,2500689,251AI3,1,2025,7.1,4.3,5.4,D
461,2500107,251DB3,1,2025,6.9,4.2,5.3,D
